actions,class_abilities,description,etats,exhaustion,image_url,images,internal_links,introduction,links,prerequisites,reactions,sections,skills,source,special_boxes,stats,table,tables,title,titre,traduction,type_rarete,url
"['Attaques multiples. Le tridrone effectue trois attaques de coup ou trois attaques avec la javeline.', 'Poing. Attaque au corps à corps avec une arme : +3 au toucher, allonge 1,50 m, une cible. Touché\xa0: 3 (1d4 + 1) dégâts contondants.', 'Javeline. Attaque au corps à corps ou à distance avec une arme : +3 au toucher, allonge 1,50 m ou portée 9/36 m, une cible. Touché\xa0: 4 (1d6 + 1) dégâts perforants.']",,,,,https://www.aidedd.org/dnd/images/tridrone.jpg,,,,,"Artificiel de taille M, loyal neutre",[],,"['Attaques multiples. Le tridrone effectue trois attaques de coup ou trois attaques avec la javeline.', 'Poing. Attaque au corps à corps avec une arme : +3 au toucher, allonge 1,50 m, une cible. Touché\xa0: 3 (1d4 + 1) dégâts contondants.', 'Javeline. Attaque au corps à corps ou à distance avec une arme : +3 au toucher, allonge 1,50 m ou portée 9/36 m, une cible. Touché\xa0: 4 (1d6 + 1) dégâts perforants.']",Monster Manual,,"[""Classe d'armure"", '15 (armure naturelle)', 'Points de vie', '16 (3d8 + 3)', 'Vitesse', '9 m', 'FOR', '12 (+1)', 'DEX', '13 (+1)', 'CON', '12 (+1)', 'INT', '9 (-1)', 'SAG', '10 (+0)', 'CHA', '9 (-1)', 'Sens', 'vision véritable 36 m, Perception passive 10', 'Langues', 'modron', 'Puissance', '1/2 (100 PX)']",,,Tridrone,,,,https://www.aidedd.org/dnd/monstres.php?vf=tridrone
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/firenewt.jpg,,,,,"Élementaire de taille M, typiquement neutre",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '13 (bouclier)', 'Points de vie', '27 (5d8 + 5)', 'Vitesse', '9 m', 'FOR', '10 (+0)', 'DEX', '13 (+1)', 'CON', '12 (+1)', 'INT', '7 (-2)', 'SAG', '11 (+0)', 'CHA', '8 (-1)', 'Immunités aux dégâts', 'feu', 'Sens', 'Perception passive 10', 'Langues', 'draconique, igné', 'Puissance', '1/2 (100 PX)', 'Bonus de maîtrise', '+2']",,,"Triton du feu, guerrier",,,,https://www.aidedd.org/dnd/monstres.php?vf=triton-du-feu-guerrier
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/firenewt-warlock.jpg,,,,,"Élémentaire de taille M, typiquement neutre mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '10', 'Points de vie', '33 (6d8 + 6)', 'Vitesse', '9 m', 'FOR', '13 (+1)', 'DEX', '11 (+0)', 'CON', '12 (+1)', 'INT', '9 (-1)', 'SAG', '11 (+0)', 'CHA', '14 (+2)', 'Immunités aux dégâts', 'feu', 'Sens', 'vision dans le noir 36 m, Perception passive 10', 'Langues', 'draconique, igné', 'Puissance', '1 (200 PX)', 'Bonus de maîtrise', '+2']",,,"Triton du feu, occultiste d'Imix",,,,https://www.aidedd.org/dnd/monstres.php?vf=triton-du-feu-occultiste-d-imix
"['Attaques multiples. Le troglodyte effectue trois attaques : une de morsure et deux avec ses griffes.', 'Morsure. Attaque au corps à corps avec une arme : +4 au toucher, allonge 1,50 m, une cible. Touché\xa0: 4 (1d4 + 2) dégâts perforants.', 'Griffes. Attaque au corps à corps avec une arme : +4 au toucher, allonge 1,50 m, une cible. Touché\xa0: 4 (1d4 + 2) dégâts tranchants.']",,,,,https://www.aidedd.org/dnd/images/troglodyte.jpg,,,,,"Humanoïde (troglodyte) de taille M, chaotique mauvais",[],,"['Attaques multiples. Le troglodyte effectue trois attaques : une de morsure et deux avec ses griffes.', 'Morsure. Attaque au corps à corps avec une arme : +4 au toucher, allonge 1,50 m, une cible. Touché\xa0: 4 (1d4 + 2) dégâts perforants.', 'Griffes. Attaque au corps à corps avec une arme : +4 au toucher, allonge 1,50 m, une cible. Touché\xa0: 4 (1d4 + 2) dégâts tranchants.']",Monster Manual (BR+),,"[""Classe d'armure"", '11 (armure naturelle)', 'Points de vie', '13 (2d8 + 4)', 'Vitesse', '9 m', 'FOR', '14 (+2)', 'DEX', '10 (+0)', 'CON', '14 (+2)', 'INT', '6 (-2)', 'SAG', '10 (+0)', 'CHA', '6 (-2)', 'Compétences', 'Discrétion +2', 'Sens', 'vision dans le noir 18 m, Perception passive 10', 'Langues', 'troglodyte', 'Puissance', '1/4 (50 PX)']",,,Troglodyte,,,,https://www.aidedd.org/dnd/monstres.php?vf=troglodyte
"['Attaques multiples. Le troll effectue trois attaques : une de morsure et deux avec ses griffes.', 'Griffes. Attaque au corps à corps avec une arme : +7 au toucher, allonge 1,50 m, une cible. Touché\xa0: 11 (2d6 + 4) dégâts tranchants.', 'Morsure. Attaque au corps à corps avec une arme : +7 au toucher, allonge 1,50 m, une cible. Touché\xa0: 7 (1d6 + 4) dégâts perforants.']",,"Redoutables géants à la peau verte, les trolls mangent tout ce qu'ils peuvent attraper et dévorer. Seuls l'acide et le feu peuvent arrêter les propriétés régénératrices de la chair d'un troll.",,,https://www.aidedd.org/dnd/images/troll.jpg,,,,,"Géant de taille G, chaotique mauvais",[],,"['Attaques multiples. Le troll effectue trois attaques : une de morsure et deux avec ses griffes.', 'Griffes. Attaque au corps à corps avec une arme : +7 au toucher, allonge 1,50 m, une cible. Touché\xa0: 11 (2d6 + 4) dégâts tranchants.', 'Morsure. Attaque au corps à corps avec une arme : +7 au toucher, allonge 1,50 m, une cible. Touché\xa0: 7 (1d6 + 4) dégâts perforants.']",Monster Manual (SRD),,"[""Classe d'armure"", '15 (armure naturelle)', 'Points de vie', '84 (8d10 + 40)', 'Vitesse', '9 m', 'FOR', '18 (+4)', 'DEX', '13 (+1)', 'CON', '20 (+5)', 'INT', '7 (-2)', 'SAG', '9 (-1)', 'CHA', '7 (-2)', 'Compétences', 'Perception +2', 'Sens', 'vision dans le noir 18 m, Perception passive 12', 'Langues', 'géant', 'Puissance', '5 (1800 PX)']",,,Troll,,,,https://www.aidedd.org/dnd/monstres.php?vf=troll
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/rot-troll.jpg,,,,,"Géant de taille G, typiquement chaotique mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '16 (armure naturelle)', 'Points de vie', '138 (12d10 + 72)', 'Vitesse', '9 m', 'FOR', '18 (+4)', 'DEX', '13 (+1)', 'CON', '22 (+6)', 'INT', '5 (-3)', 'SAG', '8 (-1)', 'CHA', '4 (-3)', 'Compétences', 'Perception +3', 'Immunités aux dégâts', 'nécrotique', 'Sens', 'vision dans le noir 18 m, Perception passive 13', 'Langues', 'géant', 'Puissance', '9 (5000 PX)', 'Bonus de maîtrise', '+4']",,,Troll putride,,,,https://www.aidedd.org/dnd/monstres.php?vf=troll-putride
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/dire-troll.jpg,,,,,"Géant de taille TG, typiquement chaotique mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '15 (armure naturelle)', 'Points de vie', '172 (15d12 + 75)', 'Vitesse', '12 m', 'FOR', '22 (+6)', 'DEX', '15 (+2)', 'CON', '21 (+5)', 'INT', '9 (-1)', 'SAG', '11 (+0)', 'CHA', '5 (-3)', 'Jets de sauvegarde', 'Sag +5, Cha +2', 'Compétences', 'Perception +5', 'Résistances aux dégâts', ""contondant, perforant et tranchant d'attaques non magiques"", 'Immunités aux états', 'effrayé, empoisonné', 'Sens', 'vision dans le noir 18 m, Perception passive 15', 'Langues', 'géant', 'Puissance', '13 (10000 PX)', 'Bonus de maîtrise', '+5']",,,Troll sanguinaire,,,,https://www.aidedd.org/dnd/monstres.php?vf=troll-sanguinaire
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/spirit-troll.jpg,,,,,"Géant de taille G, typiquement chaotique mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '17 (armure naturelle)', 'Points de vie', '130 (20d10 + 20)', 'Vitesse', '9 m', 'FOR', '1 (-5)', 'DEX', '17 (+3)', 'CON', '13 (+1)', 'INT', '8 (-1)', 'SAG', '9 (-1)', 'CHA', '16 (+3)', 'Compétences', 'Perception +3', 'Résistances aux dégâts', 'acide, froid, feu', 'Immunités aux dégâts', ""contondant, perforant et tranchant d'attaques non magiques"", 'Immunités aux états', 'épuisement, agrappé, paralysé, pétrifié, à terre, entravé, inconscient', 'Sens', 'vision dans le noir 18 m, Perception passive 13', 'Langues', 'géant', 'Puissance', '11 (7200 PX)', 'Bonus de maîtrise', '+4']",,,Troll spectral,,,,https://www.aidedd.org/dnd/monstres.php?vf=troll-spectral
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/venom-troll.jpg,,,,,"Géant de taille G, typiquement chaotique mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '15 (armure naturelle)', 'Points de vie', '94 (9d10 + 45)', 'Vitesse', '9 m', 'FOR', '18 (+4)', 'DEX', '13 (+1)', 'CON', '20 (+5)', 'INT', '7 (-2)', 'SAG', '9 (-1)', 'CHA', '7 (-2)', 'Compétences', 'Perception +2', 'Immunités aux dégâts', 'poison', 'Immunités aux états', 'empoisonné', 'Sens', 'vision dans le noir 18 m, Perception passive 12', 'Langues', 'géant', 'Puissance', '7 (2900 PX)', 'Bonus de maîtrise', '+3']",,,Troll venimeux,,,,https://www.aidedd.org/dnd/monstres.php?vf=troll-venimeux
"['Morsure. Attaque au corps à corps avec une arme : +4 au toucher, allonge 1,50 m, une cible. Touché\xa0: 4 (1d4 + 2) dégâts perforants.', 'Queue. Attaque au corps à corps avec une arme : +4 au toucher, allonge 1,50 m, une cible. Touché\xa0: 4 (1d4 + 2) dégâts contondants.']",,"Un mâle peut peser plus de 30 kilos. Les femelles sont plus petites, aux environs de 20 kilos.",,,https://www.aidedd.org/dnd/images/knucklehead-trout.jpg,,,,,"Bête de taille P, sans alignement",[],,,Adventures (Rime of the Frostmaiden),,"[""Classe d'armure"", '12', 'Points de vie', '7 (2d6)', 'Vitesse', '0 m, nage 9 m', 'FOR', '14 (+2)', 'DEX', '14 (+2)', 'CON', '11 (+0)', 'INT', '1 (-5)', 'SAG', '6 (-2)', 'CHA', '1 (-5)', 'Sens', 'vision dans le noir 18 m, Perception passive 8', 'Langues', '—', 'Puissance', '0 (10 PX)']",,,Truite têtevide,,,,https://www.aidedd.org/dnd/monstres.php?vf=truite-tetevide
,,"Un mur d'eau apparaît en un point de votre choix, à portée. Vous pouvez créer un mur qui peut atteindre jusqu'à 90 mètres de long, 90 mètres de haut et 15 mètres d'épaisseur. Le mur reste en place pour toute la durée du sort. Lorsque le mur apparaît, chaque créature se trouvant dans la zone doit effectuer un jet de sauvegarde de Force. Une créature subit 6d10 dégâts contondants en cas d'échec, ou la moitié de ces dégâts en cas de réussite. Au début de chacun de vos tours après que le mur soit apparu, le mur, ainsi que toutes les créatures à l'intérieur, s'éloigne de vous en se déplaçant de 15 mètres. Toutes les créatures de taille G ou inférieure situées à l'intérieur du mur, ou le percutant lorsque celui-ci se déplace, doivent réussir un jet de sauvegarde de Force sous peine de subir 5d10 dégâts contondants. Une créature ne peut subir ces dégâts qu'une seule fois par tour. À la fin du tour, la hauteur du mur est réduite de 15 mètres et les dégâts que les créatures vont subir aux rounds suivants sont réduits de 1d10. Lorsque la hauteur du mur tombe à 0, le sort prend fin. Une créature piégée dans le mur peut se déplacer en nageant. Cependant, du fait de la puissance de la vague, une créature doit réussir un jet de Force (Athlétisme) contre le DD de sauvegarde de votre sort pour pouvoir se déplacer. Si elle échoue, elle ne peut pas bouger. Une créature qui se déplace en dehors de la zone d'effet tombe au sol.",,,,,,,,Aucun,,,,Player´s Handbook,,,,,Tsunami,,,,https://www.aidedd.org/dnd/sorts.php?vf=tsunami
,,"Vous avez pratiqué des techniques utiles en combat au corps à corps contre les lanceurs de sorts, et vous bénéficiez des avantages suivants : Quand une créature dans un rayon de 1,50 mètre autour de vous lance un sort, vous pouvez utiliser votre réaction pour effectuer une attaque au corps à corps avec une arme contre cette créature. Si vous touchez une créature qui se concentre sur un sort, cette créature a un désavantage à son jet de sauvegarde pour maintenir sa concentration. Vous avez un avantage aux jets de sauvegarde contre les sorts lancés par les créatures dans un rayon de 1,50 mètre autour de vous.",,,,,,,,Aucun,,,,Player´s Handbook,,,,,Tueur de mages,,,,https://www.aidedd.org/dnd/dons.php?vf=tueur-de-mages
"['Morsure. Attaque au corps à corps avec une arme : +5 au toucher, allonge 1,50 m, une cible. Touché\xa0: 14 (4d6) dégâts perforants.', ""Rayons oculaires. Le tyramort tire aléatoirement trois des rayons oculaires magiques suivants (relancez les jets identiques) sur une à trois cibles qu'il peut voir dans un rayon de 36 mètres :"", ""1- Rayon de charme. La créature ciblée doit réussir un jet de sauvegarde de Sagesse DD 17 ou être charmée par le tyramort pendant 1 heure, ou jusqu'à ce que le tyramort nuise à la créature."", ""2- Rayon paralysant. La créature ciblée doit réussir un jet de sauvegarde de Constitution DD 17 ou être paralysée pendant 1 minute. La cible peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."", ""3- Rayon de peur. La créature ciblée doit réussir un jet de sauvegarde de Sagesse DD 17 ou être effrayée pendant 1 minute. La cible peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."", ""4- Rayon de lenteur. La créature ciblée doit réussir un jet de sauvegarde de Dextérité DD 17. En cas d'échec, la vitesse de déplacement de la cible est diminuée de moitié pendant 1 minute. De plus, la créature ne peut pas utiliser de réaction, ne peut utiliser qu'une action ou qu'une action bonus pendant son tour, mais pas les deux. La créature peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."", ""5- Rayon affaiblissant. La créature ciblée doit effectuer un jet de sauvegarde de Constitution DD 17, subissant 36 (8d8) dégâts nécrotiques en cas d'échec, ou la moitié de ces dégâts en cas de réussite."", ""6- Rayon télékinésique. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Force DD 17 ou être déplacée par le tyramort sur 9 mètres dans n'importe quelle direction. Elle est entravée par la prise du rayon télékinésique jusqu'au début du prochain tour du tyramort ou jusqu'à ce que le tyramort soit incapable d'agir. Si la cible est un objet, pesant 150 kg ou moins, qui n'est pas tenu ni porté, il est déplacé de 9 mètres dans n'importe quelle direction. Le tyramort peut également exercer un contrôle très fin sur les objets grâce à ce rayon, comme manipuler un simple outil ou ouvrir une porte ou un contenant."", ""7- Rayon de sommeil. La créature ciblée doit réussir un jet de sauvegarde de Sagesse DD 17 ou être endormie et rester inconsciente pendant 1 minute. La cible se réveille si elle subit des dégâts ou si une autre créature utilise une action pour la réveiller. Ce rayon n'a pas d'effet sur les morts-vivants et les artificiels."", ""8- Rayon de pétrification. La créature ciblée doit effectuer un jet de sauvegarde de Dextérité DD 17. En cas d'échec au jet, la créature commence à se transformer en pierre et est entravée. Elle doit retenter ce jet de sauvegarde à la fin de son prochain tour. En cas de réussite, l'effet prend fin. En cas d'échec, la créature est pétrifiée jusqu'à ce qu'elle soit libérée par un sort de restauration supérieure ou une autre magie."", ""9- Rayon de désintégration. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Dextérité DD 17 ou subir 45 (10d8) dégâts de force. Si les dégâts font tomber les points de vie d'une créature à 0, son corps se transforme en un petit monticule de fine poussière grise. Si la cible est un objet non magique, ou la création d'une force magique, de taille G ou inférieure, il est désintégré sans jet de sauvegarde. Si la cible est un objet, ou la création d'une force magique, de taille TG ou supérieure, le rayon en désintègre un cube de 3 mètres d'arête."", '10- Rayon de mort. La créature ciblée doit réussir un jet de sauvegarde de Dextérité DD 17 ou subir 55 (10d10) dégâts nécrotiques. La créature meurt si le rayon la fait tomber à 0 point de vie.', ""Le tyramort peut effectuer 3 actions légendaires, utilisant à chaque fois l'option Rayon oculaire ci-dessous. Il ne peut utiliser qu'une seule action légendaire à la fois, et seulement à la fin du tour d'une créature. Le tyramort récupère les actions légendaires dépensées au début de son tour."", 'Rayon oculaire. Le tyramort utilise un rayon oculaire aléatoire.']",,,,,https://www.aidedd.org/dnd/images/death-tyrant.jpg,,,,,"Mort-vivant de taille G, loyal mauvais",[],,"['Morsure. Attaque au corps à corps avec une arme : +5 au toucher, allonge 1,50 m, une cible. Touché\xa0: 14 (4d6) dégâts perforants.', ""Rayons oculaires. Le tyramort tire aléatoirement trois des rayons oculaires magiques suivants (relancez les jets identiques) sur une à trois cibles qu'il peut voir dans un rayon de 36 mètres :"", ""1- Rayon de charme. La créature ciblée doit réussir un jet de sauvegarde de Sagesse DD 17 ou être charmée par le tyramort pendant 1 heure, ou jusqu'à ce que le tyramort nuise à la créature."", ""2- Rayon paralysant. La créature ciblée doit réussir un jet de sauvegarde de Constitution DD 17 ou être paralysée pendant 1 minute. La cible peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."", ""3- Rayon de peur. La créature ciblée doit réussir un jet de sauvegarde de Sagesse DD 17 ou être effrayée pendant 1 minute. La cible peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."", ""4- Rayon de lenteur. La créature ciblée doit réussir un jet de sauvegarde de Dextérité DD 17. En cas d'échec, la vitesse de déplacement de la cible est diminuée de moitié pendant 1 minute. De plus, la créature ne peut pas utiliser de réaction, ne peut utiliser qu'une action ou qu'une action bonus pendant son tour, mais pas les deux. La créature peut retenter ce jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet qui l'affecte en cas de réussite."", ""5- Rayon affaiblissant. La créature ciblée doit effectuer un jet de sauvegarde de Constitution DD 17, subissant 36 (8d8) dégâts nécrotiques en cas d'échec, ou la moitié de ces dégâts en cas de réussite."", ""6- Rayon télékinésique. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Force DD 17 ou être déplacée par le tyramort sur 9 mètres dans n'importe quelle direction. Elle est entravée par la prise du rayon télékinésique jusqu'au début du prochain tour du tyramort ou jusqu'à ce que le tyramort soit incapable d'agir. Si la cible est un objet, pesant 150 kg ou moins, qui n'est pas tenu ni porté, il est déplacé de 9 mètres dans n'importe quelle direction. Le tyramort peut également exercer un contrôle très fin sur les objets grâce à ce rayon, comme manipuler un simple outil ou ouvrir une porte ou un contenant."", ""7- Rayon de sommeil. La créature ciblée doit réussir un jet de sauvegarde de Sagesse DD 17 ou être endormie et rester inconsciente pendant 1 minute. La cible se réveille si elle subit des dégâts ou si une autre créature utilise une action pour la réveiller. Ce rayon n'a pas d'effet sur les morts-vivants et les artificiels."", ""8- Rayon de pétrification. La créature ciblée doit effectuer un jet de sauvegarde de Dextérité DD 17. En cas d'échec au jet, la créature commence à se transformer en pierre et est entravée. Elle doit retenter ce jet de sauvegarde à la fin de son prochain tour. En cas de réussite, l'effet prend fin. En cas d'échec, la créature est pétrifiée jusqu'à ce qu'elle soit libérée par un sort de restauration supérieure ou une autre magie."", ""9- Rayon de désintégration. Si la cible est une créature, elle doit réussir un jet de sauvegarde de Dextérité DD 17 ou subir 45 (10d8) dégâts de force. Si les dégâts font tomber les points de vie d'une créature à 0, son corps se transforme en un petit monticule de fine poussière grise. Si la cible est un objet non magique, ou la création d'une force magique, de taille G ou inférieure, il est désintégré sans jet de sauvegarde. Si la cible est un objet, ou la création d'une force magique, de taille TG ou supérieure, le rayon en désintègre un cube de 3 mètres d'arête."", '10- Rayon de mort. La créature ciblée doit réussir un jet de sauvegarde de Dextérité DD 17 ou subir 55 (10d10) dégâts nécrotiques. La créature meurt si le rayon la fait tomber à 0 point de vie.', ""Le tyramort peut effectuer 3 actions légendaires, utilisant à chaque fois l'option Rayon oculaire ci-dessous. Il ne peut utiliser qu'une seule action légendaire à la fois, et seulement à la fin du tour d'une créature. Le tyramort récupère les actions légendaires dépensées au début de son tour."", 'Rayon oculaire. Le tyramort utilise un rayon oculaire aléatoire.']",Monster Manual,,"[""Classe d'armure"", '19 (armure naturelle)', 'Points de vie', '187 (25d10 + 50)', 'Vitesse', '0 m, vol 6 m (stationnaire)', 'FOR', '10 (+0)', 'DEX', '14 (+2)', 'CON', '14 (+2)', 'INT', '19 (+4)', 'SAG', '15 (+2)', 'CHA', '19 (+4)', 'Jets de sauvegarde', 'For +5, Con +7, Int +9, Sag +7, Cha +9', 'Compétences', 'Perception +12', 'Immunités aux dégâts', 'poison', 'Immunités aux états', 'charmé, épuisement, paralysé, pétrifié, empoisonné, à terre', 'Sens', 'vision dans le noir 36 m, Perception passive 22', 'Langues', 'profond, commun des profondeurs', 'Puissance', '14 (11500 PX)']",,,Tyramort,,,,https://www.aidedd.org/dnd/monstres.php?vf=tyramort
